dx_cd,icd_code,icd_type,icd_desc
S43015S,S43.015S,2.0,"ANTERIOR DISLOCATION OF LEFT HUMERUS, SEQUELA"
S43109A,S43.109A,2.0,"UNSPECIFIED DISLOCATION OF UNSPECIFIED ACROMIOCLAVICULAR JOINT, INITIAL ENCOUNTER"
S43401D,S43.401D,2.0,"UNSPECIFIED SPRAIN OF RIGHT SHOULDER JOINT, SUBSEQUENT ENCOUNTER"
K611,K61.1,2.0,RECTAL ABSCESS
K689,K68.9,2.0,OTHER DISORDERS OF RETROPERITONEUM
K810,K81.0,2.0,ACUTE CHOLECYSTITIS
L400,L40.0,2.0,PSORIASIS VULGARIS
L688,L68.8,2.0,OTHER HYPERTRICHOSIS
L931,L93.1,2.0,SUBACUTE CUTANEOUS LUPUS ERYTHEMATOSUS
L97314,L97.314,2.0,NON-PRESSURE CHRONIC ULCER OF RIGHT ANKLE WITH NECROSIS OF BONE
M029,M02.9,2.0,"REACTIVE ARTHROPATHY, UNSPECIFIED"
36500,365.00,1.0,"PREGLAUCOMA, UNSPECIFIED"
O30042,O30.042,2.0,"TWIN PREGNANCY, DICHORIONIC/DIAMNIOTIC, SECOND TRIMESTER"
O704,O70.4,2.0,"ANAL SPHINCTER TEAR COMPLICATING DELIVERY, NOT ASSOCIATED WITH THIRD DEGREE LACERATION"
S65109A,S65.109A,2.0,"UNSPECIFIED INJURY OF RADIAL ARTERY AT WRIST AND HAND LEVEL OF UNSPECIFIED ARM, INITIAL ENCOUNTER"
S68129A,S68.129A,2.0,"PARTIAL TRAUMATIC METACARPOPHALANGEAL AMPUTATION OF UNSPECIFIED FINGER, INITIAL ENCOUNTER"
S4981XD,S49.81XD,2.0,"OTHER SPECIFIED INJURIES OF RIGHT SHOULDER AND UPPER ARM, SUBSEQUENT ENCOUNTER"
S53431D,S53.431D,2.0,"RADIAL COLLATERAL LIGAMENT SPRAIN OF RIGHT ELBOW, SUBSEQUENT ENCOUNTER"
P60,P60,2.0,DISSEMINATED INTRAVASCULAR COAGULATION OF NEWBORN
P712,P71.2,2.0,NEONATAL HYPOMAGNESEMIA
Q239,Q23.9,2.0,"CONGENITAL MALFORMATION OF AORTIC AND MITRAL VALVES, UNSPECIFIED"
Q605,Q60.5,2.0,"RENAL HYPOPLASIA, UNSPECIFIED"
Q632,Q63.2,2.0,ECTOPIC KIDNEY
Q677,Q67.7,2.0,PECTUS CARINATUM
Q686,Q68.6,2.0,DISCOID MENISCUS
R94138,R94.138,2.0,ABNORMAL RESULTS OF OTHER FUNCTION STUDIES OF PERIPHERAL NERVOUS SYSTEM
85401,854.01,1.0,"INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITHOUT MENTION OF OPEN INTRACRANIAL WOUND, WITH NO LOSS OF CONSCIOUSNESS"
936,936,1.0,FOREIGN BODY IN INTESTINE AND COLON
99564,995.64,1.0,ANAPHYLACTIC REACTION DUE TO TREE NUTS AND SEEDS
99584,995.84,1.0,ADULT NEGLECT (NUTRITIONAL)
T81719A,T81.719A,2.0,"COMPLICATION OF UNSPECIFIED ARTERY FOLLOWING A PROCEDURE, NOT ELSEWHERE CLASSIFIED, INITIAL ENCOUNTER"
S12090A,S12.090A,2.0,"OTHER DISPLACED FRACTURE OF FIRST CERVICAL VERTEBRA, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S7291XC,S72.91XC,2.0,"UNSPECIFIED FRACTURE OF RIGHT FEMUR, INITIAL ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC"
S78111A,S78.111A,2.0,"COMPLETE TRAUMATIC AMPUTATION AT LEVEL BETWEEN RIGHT HIP AND KNEE, INITIAL ENCOUNTER"
T82514A,T82.514A,2.0,"BREAKDOWN (MECHANICAL) OF INFUSION CATHETER, INITIAL ENCOUNTER"
T82591A,T82.591A,2.0,"OTHER MECHANICAL COMPLICATION OF SURGICALLY CREATED ARTERIOVENOUS SHUNT, INITIAL ENCOUNTER"
T82818D,T82.818D,2.0,"EMBOLISM DUE TO VASCULAR PROSTHETIC DEVICES, IMPLANTS AND GRAFTS, SUBSEQUENT ENCOUNTER"
T82868S,T82.868S,2.0,"THROMBOSIS DUE TO VASCULAR PROSTHETIC DEVICES, IMPLANTS AND GRAFTS, SEQUELA"
T84030D,T84.030D,2.0,"MECHANICAL LOOSENING OF INTERNAL RIGHT HIP PROSTHETIC JOINT, SUBSEQUENT ENCOUNTER"
T85621A,T85.621A,2.0,"DISPLACEMENT OF INTRAPERITONEAL DIALYSIS CATHETER, INITIAL ENCOUNTER"
T8571XD,T85.71XD,2.0,"INFECTION AND INFLAMMATORY REACTION DUE TO PERITONEAL DIALYSIS CATHETER, SUBSEQUENT ENCOUNTER"
S82045S,S82.045S,2.0,"NONDISPLACED COMMINUTED FRACTURE OF LEFT PATELLA, SEQUELA"
S82851B,S82.851B,2.0,"DISPLACED TRIMALLEOLAR FRACTURE OF RIGHT LOWER LEG, INITIAL ENCOUNTER FOR OPEN FRACTURE TYPE I OR II"
M66842,M66.842,2.0,"SPONTANEOUS RUPTURE OF OTHER TENDONS, LEFT HAND"
M7521,M75.21,2.0,"BICIPITAL TENDINITIS, RIGHT SHOULDER"
M84553D,M84.553D,2.0,"PATHOLOGICAL FRACTURE IN NEOPLASTIC DISEASE, UNSPECIFIED FEMUR, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING"
S72413A,S72.413A,2.0,"DISPLACED UNSPECIFIED CONDYLE FRACTURE OF LOWER END OF UNSPECIFIED FEMUR, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S72453A,S72.453A,2.0,"DISPLACED SUPRACONDYLAR FRACTURE WITHOUT INTRACONDYLAR EXTENSION OF LOWER END OF UNSPECIFIED FEMUR, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S73109A,S73.109A,2.0,"UNSPECIFIED SPRAIN OF UNSPECIFIED HIP, INITIAL ENCOUNTER"
S81801S,S81.801S,2.0,"UNSPECIFIED OPEN WOUND, RIGHT LOWER LEG, SEQUELA"
A3211,A32.11,2.0,LISTERIAL MENINGITIS
C8121,C81.21,2.0,"MIXED CELLULARITY HODGKIN LYMPHOMA, LYMPH NODES OF HEAD, FACE, AND NECK"
C8280,C82.80,2.0,"OTHER TYPES OF FOLLICULAR LYMPHOMA, UNSPECIFIED SITE"
T6594XS,T65.94XS,2.0,"TOXIC EFFECT OF UNSPECIFIED SUBSTANCE, UNDETERMINED, SEQUELA"
T80910D,T80.910D,2.0,"ACUTE HEMOLYTIC TRANSFUSION REACTION, UNSPECIFIED INCOMPATIBILITY, SUBSEQUENT ENCOUNTER"
N3081,N30.81,2.0,OTHER CYSTITIS WITH HEMATURIA
M84859,M84.859,2.0,"OTHER DISORDERS OF CONTINUITY OF BONE, UNSPECIFIED PELVIC REGION AND THIGH"
N044,N04.4,2.0,NEPHROTIC SYNDROME WITH DIFFUSE ENDOCAPILLARY PROLIFERATIVE GLOMERULONEPHRITIS
N059,N05.9,2.0,UNSPECIFIED NEPHRITIC SYNDROME WITH UNSPECIFIED MORPHOLOGIC CHANGES
N13722,N13.722,2.0,"VESICOURETERAL-REFLUX WITH REFLUX NEPHROPATHY WITHOUT HYDROURETER, BILATERAL"
N7011,N70.11,2.0,CHRONIC SALPINGITIS
N83202,N83.202,2.0,"UNSPECIFIED OVARIAN CYST, LEFT SIDE"
O24311,O24.311,2.0,"UNSPECIFIED PRE-EXISTING DIABETES MELLITUS IN PREGNANCY, FIRST TRIMESTER"
S8262XK,S82.62XK,2.0,"DISPLACED FRACTURE OF LATERAL MALLEOLUS OF LEFT FIBULA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH NONUNION"
S82871M,S82.871M,2.0,"DISPLACED PILON FRACTURE OF RIGHT TIBIA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH NONUNION"
V1041,V10.41,1.0,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF CERVIX UTERI
33382,333.82,1.0,OROFACIAL DYSKINESIA
36011,360.11,1.0,SYMPATHETIC UVEITIS
36232,362.32,1.0,RETINAL ARTERIAL BRANCH OCCLUSION
36254,362.54,1.0,"MACULAR CYST, HOLE, OR PSEUDOHOLE OF RETINA"
36260,362.60,1.0,"PERIPHERAL RETINAL DEGENERATION, UNSPECIFIED"
S36439A,S36.439A,2.0,"LACERATION OF UNSPECIFIED PART OF SMALL INTESTINE, INITIAL ENCOUNTER"
S36899A,S36.899A,2.0,"UNSPECIFIED INJURY OF OTHER INTRA-ABDOMINAL ORGANS, INITIAL ENCOUNTER"
D0008,D00.08,2.0,CARCINOMA IN SITU OF PHARYNX
D329,D32.9,2.0,"BENIGN NEOPLASM OF MENINGES, UNSPECIFIED"
D50,D50,2.0,IRON DEFICIENCY ANEMIA
O0932,O09.32,2.0,"SUPERVISION OF PREGNANCY WITH INSUFFICIENT ANTENATAL CARE, SECOND TRIMESTER"
O1400,O14.00,2.0,"MILD TO MODERATE PRE-ECLAMPSIA, UNSPECIFIED TRIMESTER"
O24911,O24.911,2.0,"UNSPECIFIED DIABETES MELLITUS IN PREGNANCY, FIRST TRIMESTER"
O365910,O36.5910,2.0,"MATERNAL CARE FOR OTHER KNOWN OR SUSPECTED POOR FETAL GROWTH, FIRST TRIMESTER, NOT APPLICABLE OR UNSPECIFIED"
O4100X0,O41.00X0,2.0,"OLIGOHYDRAMNIOS, UNSPECIFIED TRIMESTER, NOT APPLICABLE OR UNSPECIFIED"
S42453A,S42.453A,2.0,"DISPLACED FRACTURE OF LATERAL CONDYLE OF UNSPECIFIED HUMERUS, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S4291XK,S42.91XK,2.0,"FRACTURE OF RIGHT SHOULDER GIRDLE, PART UNSPECIFIED, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION"
S50311D,S50.311D,2.0,"ABRASION OF RIGHT ELBOW, SUBSEQUENT ENCOUNTER"
S50901D,S50.901D,2.0,"UNSPECIFIED SUPERFICIAL INJURY OF RIGHT ELBOW, SUBSEQUENT ENCOUNTER"
S52125S,S52.125S,2.0,"NONDISPLACED FRACTURE OF HEAD OF LEFT RADIUS, SEQUELA"
43310,433.10,1.0,OCCLUSION AND STENOSIS OF CAROTID ARTERY WITHOUT MENTION OF CEREBRAL INFARCTION
4640,464.0,1.0,ACUTE LARYNGITIS
5165,516.5,1.0,ADULT PULMONARY LANGERHANS CELL HISTIOCYTOSIS
5199,519.9,1.0,UNSPECIFIED DISEASE OF RESPIRATORY SYSTEM
52525,525.25,1.0,MODERATE ATROPHY OF THE MAXILLA
5272,527.2,1.0,SIALOADENITIS
5645,564.5,1.0,FUNCTIONAL DIARRHEA
E10649,E10.649,2.0,TYPE 1 DIABETES MELLITUS WITH HYPOGLYCEMIA WITHOUT COMA
E113291,E11.3291,2.0,"TYPE 2 DIABETES MELLITUS WITH MILD NONPROLIFERATIVE DIABETIC RETINOPATHY WITHOUT MACULAR EDEMA, RIGHT EYE"
E509,E50.9,2.0,"VITAMIN A DEFICIENCY, UNSPECIFIED"
E531,E53.1,2.0,PYRIDOXINE DEFICIENCY
E7030,E70.30,2.0,"ALBINISM, UNSPECIFIED"
E9060,E906.0,1.0,DOG BITE
E9315,E931.5,1.0,OTHER ANTIPROTOZOAL DRUGS CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE
F302,F30.2,2.0,"MANIC EPISODE, SEVERE WITH PSYCHOTIC SYMPTOMS"
F409,F40.9,2.0,"PHOBIC ANXIETY DISORDER, UNSPECIFIED"
K5641,K56.41,2.0,FECAL IMPACTION
K712,K71.2,2.0,TOXIC LIVER DISEASE WITH ACUTE HEPATITIS
K7290,K72.90,2.0,"HEPATIC FAILURE, UNSPECIFIED WITHOUT COMA"
K9089,K90.89,2.0,OTHER INTESTINAL MALABSORPTION
L02214,L02.214,2.0,CUTANEOUS ABSCESS OF GROIN
L03126,L03.126,2.0,ACUTE LYMPHANGITIS OF LEFT LOWER LIMB
L652,L65.2,2.0,ALOPECIA MUCINOSA
L7601,L76.01,2.0,INTRAOPERATIVE HEMORRHAGE AND HEMATOMA OF SKIN AND SUBCUTANEOUS TISSUE COMPLICATING A DERMATOLOGIC PROCEDURE
L80,L80,2.0,VITILIGO
L89022,L89.022,2.0,"PRESSURE ULCER OF LEFT ELBOW, STAGE 2"
L89151,L89.151,2.0,"PRESSURE ULCER OF SACRAL REGION, STAGE 1"
L97113,L97.113,2.0,NON-PRESSURE CHRONIC ULCER OF RIGHT THIGH WITH NECROSIS OF MUSCLE
M0220,M02.20,2.0,"POSTIMMUNIZATION ARTHROPATHY, UNSPECIFIED SITE"
Z124,Z12.4,2.0,ENCOUNTER FOR SCREENING FOR MALIGNANT NEOPLASM OF CERVIX
Z3A30,Z3A.30,2.0,30 WEEKS GESTATION OF PREGNANCY
Z558,Z55.8,2.0,OTHER PROBLEMS RELATED TO EDUCATION AND LITERACY
11590,115.90,1.0,"HISTOPLASMOSIS, UNSPECIFIED WITHOUT MENTION OF MANIFESTATION"
1518,151.8,1.0,MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES OF STOMACH
67194,671.94,1.0,"UNSPECIFIED VENOUS COMPLICATION OF PREGNANCY AND THE PUERPERIUM, POSTPARTUM CONDITION OR COMPLICATION"
70713,707.13,1.0,ULCER OF ANKLE
71286,712.86,1.0,OTHER SPECIFIED CRYSTAL ARTHROPATHIES INVOLVING LOWER LEG
71590,715.90,1.0,"OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, INVOLVING UNSPECIFIED SITE"
2101,210.1,1.0,BENIGN NEOPLASM OF TONGUE
23877,238.77,1.0,POST-TRANSPLANT LYMPHOPROLIFERATIVE DISORDER (PTLD)
24201,242.01,1.0,TOXIC DIFFUSE GOITER WITH MENTION OF THYROTOXIC CRISIS OR STORM
30723,307.23,1.0,TOURETTE'S DISORDER
R859,R85.9,2.0,UNSPECIFIED ABNORMAL FINDING IN SPECIMENS FROM DIGESTIVE ORGANS AND ABDOMINAL CAVITY
71888,718.88,1.0,"OTHER JOINT DERANGEMENT, NOT ELSEWHERE CLASSIFIED, INVOLVING OTHER SPECIFIED SITES"
71921,719.21,1.0,VILLONODULAR SYNOVITIS INVOLVING SHOULDER REGION
S53409A,S53.409A,2.0,"UNSPECIFIED SPRAIN OF UNSPECIFIED ELBOW, INITIAL ENCOUNTER"
O4200,O42.00,2.0,"PREMATURE RUPTURE OF MEMBRANES, ONSET OF LABOR WITHIN 24 HOURS OF RUPTURE, UNSPECIFIED WEEKS OF GESTATION"
O4212,O42.12,2.0,"FULL-TERM PREMATURE RUPTURE OF MEMBRANES, ONSET OF LABOR MORE THAN 24 HOURS FOLLOWING RUPTURE"
O6014X0,O60.14X0,2.0,"PRETERM LABOR THIRD TRIMESTER WITH PRETERM DELIVERY THIRD TRIMESTER, NOT APPLICABLE OR UNSPECIFIED"
O98712,O98.712,2.0,"HUMAN IMMUNODEFICIENCY VIRUS [HIV] DISEASE COMPLICATING PREGNANCY, SECOND TRIMESTER"
S062X6A,S06.2X6A,2.0,"DIFFUSE TRAUMATIC BRAIN INJURY WITH LOSS OF CONSCIOUSNESS GREATER THAN 24 HOURS WITHOUT RETURN TO PRE-EXISTING CONSCIOUS LEVEL WITH PATIENT SURVIVING, INITIAL ENCOUNTER"
S12191G,S12.191G,2.0,"OTHER NONDISPLACED FRACTURE OF SECOND CERVICAL VERTEBRA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING"
S72422S,S72.422S,2.0,"DISPLACED FRACTURE OF LATERAL CONDYLE OF LEFT FEMUR, SEQUELA"
S72435A,S72.435A,2.0,"NONDISPLACED FRACTURE OF MEDIAL CONDYLE OF LEFT FEMUR, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S82202D,S82.202D,2.0,"UNSPECIFIED FRACTURE OF SHAFT OF LEFT TIBIA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING"
J439,J43.9,2.0,"EMPHYSEMA, UNSPECIFIED"
J95831,J95.831,2.0,POSTPROCEDURAL HEMORRHAGE OF A RESPIRATORY SYSTEM ORGAN OR STRUCTURE FOLLOWING OTHER PROCEDURE
K560,K56.0,2.0,PARALYTIC ILEUS
L239,L23.9,2.0,"ALLERGIC CONTACT DERMATITIS, UNSPECIFIED CAUSE"
E840,E84.0,2.0,CYSTIC FIBROSIS WITH PULMONARY MANIFESTATIONS
E891,E89.1,2.0,POSTPROCEDURAL HYPOINSULINEMIA
E9451,E945.1,1.0,SMOOTH MUSCLE RELAXANTS CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE
Z469,Z46.9,2.0,ENCOUNTER FOR FITTING AND ADJUSTMENT OF UNSPECIFIED DEVICE
Z553,Z55.3,2.0,UNDERACHIEVEMENT IN SCHOOL
Z8341,Z83.41,2.0,FAMILY HISTORY OF MULTIPLE ENDOCRINE NEOPLASIA [MEN] SYNDROME
S22000S,S22.000S,2.0,"WEDGE COMPRESSION FRACTURE OF UNSPECIFIED THORACIC VERTEBRA, SEQUELA"
S2241XK,S22.41XK,2.0,"MULTIPLE FRACTURES OF RIBS, RIGHT SIDE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION"
S82202H,S82.202H,2.0,"UNSPECIFIED FRACTURE OF SHAFT OF LEFT TIBIA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH DELAYED HEALING"
S82401A,S82.401A,2.0,"UNSPECIFIED FRACTURE OF SHAFT OF RIGHT FIBULA, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S82424A,S82.424A,2.0,"NONDISPLACED TRANSVERSE FRACTURE OF SHAFT OF RIGHT FIBULA, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S82841D,S82.841D,2.0,"DISPLACED BIMALLEOLAR FRACTURE OF RIGHT LOWER LEG, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING"
S82851C,S82.851C,2.0,"DISPLACED TRIMALLEOLAR FRACTURE OF RIGHT LOWER LEG, INITIAL ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC"
S90412A,S90.412A,2.0,"ABRASION, LEFT GREAT TOE, INITIAL ENCOUNTER"
T07XXXA,T07.XXXA,2.0,"UNSPECIFIED MULTIPLE INJURIES, INITIAL ENCOUNTER"
T24221A,T24.221A,2.0,"BURN OF SECOND DEGREE OF RIGHT KNEE, INITIAL ENCOUNTER"
T33529A,T33.529A,2.0,"SUPERFICIAL FROSTBITE OF UNSPECIFIED HAND, INITIAL ENCOUNTER"
T454X4D,T45.4X4D,2.0,"POISONING BY IRON AND ITS COMPOUNDS, UNDETERMINED, SUBSEQUENT ENCOUNTER"
00849,008.49,1.0,INTESTINAL INFECTION DUE TO OTHER ORGANISMS
1451,145.1,1.0,MALIGNANT NEOPLASM OF VESTIBULE OF MOUTH
1904,190.4,1.0,MALIGNANT NEOPLASM OF CORNEA
M041,M04.1,2.0,PERIODIC FEVER SYNDROMES
M10451,M10.451,2.0,"OTHER SECONDARY GOUT, RIGHT HIP"
M12569,M12.569,2.0,"TRAUMATIC ARTHROPATHY, UNSPECIFIED KNEE"
M13821,M13.821,2.0,"OTHER SPECIFIED ARTHRITIS, RIGHT ELBOW"
M19011,M19.011,2.0,"PRIMARY OSTEOARTHRITIS, RIGHT SHOULDER"
F930,F93.0,2.0,SEPARATION ANXIETY DISORDER OF CHILDHOOD
G039,G03.9,2.0,"MENINGITIS, UNSPECIFIED"
M2679,M26.79,2.0,OTHER SPECIFIED ALVEOLAR ANOMALIES
M362,M36.2,2.0,HEMOPHILIC ARTHROPATHY
M654,M65.4,2.0,RADIAL STYLOID TENOSYNOVITIS [DE QUERVAIN]
M66839,M66.839,2.0,"SPONTANEOUS RUPTURE OF OTHER TENDONS, UNSPECIFIED FOREARM"
M67942,M67.942,2.0,"UNSPECIFIED DISORDER OF SYNOVIUM AND TENDON, LEFT HAND"
M71579,M71.579,2.0,"OTHER BURSITIS, NOT ELSEWHERE CLASSIFIED, UNSPECIFIED ANKLE AND FOOT"
2040,204.0,1.0,"LYMPHOID LEUKEMIA, ACUTE"
2374,237.4,1.0,NEOPLASM OF UNCERTAIN BEHAVIOR OF OTHER AND UNSPECIFIED ENDOCRINE GLANDS
23872,238.72,1.0,LOW GRADE MYELODYSPLASTIC SYNDROME LESIONS
250,250,1.0,DIABETES MELLITUS
25063,250.63,1.0,"DIABETES WITH NEUROLOGICAL MANIFESTATIONS, TYPE I [JUVENILE TYPE], UNCONTROLLED"
2702,270.2,1.0,OTHER DISTURBANCES OF AROMATIC AMINO-ACID METABOLISM
2752,275.2,1.0,DISORDERS OF MAGNESIUM METABOLISM
2762,276.2,1.0,ACIDOSIS
2819,281.9,1.0,UNSPECIFIED DEFICIENCY ANEMIA
29642,296.42,1.0,"BIPOLAR I DISORDER, MOST RECENT EPISODE (OR CURRENT) MANIC, MODERATE"
29682,296.82,1.0,ATYPICAL DEPRESSIVE DISORDER
S90451S,S90.451S,2.0,"SUPERFICIAL FOREIGN BODY, RIGHT GREAT TOE, SEQUELA"
M62121,M62.121,2.0,"OTHER RUPTURE OF MUSCLE (NONTRAUMATIC), RIGHT UPPER ARM"
M71011,M71.011,2.0,"ABSCESS OF BURSA, RIGHT SHOULDER"
M79606,M79.606,2.0,"PAIN IN LEG, UNSPECIFIED"
M80872S,M80.872S,2.0,"OTHER OSTEOPOROSIS WITH CURRENT PATHOLOGICAL FRACTURE, LEFT ANKLE AND FOOT, SEQUELA"
M84373P,M84.373P,2.0,"STRESS FRACTURE, UNSPECIFIED ANKLE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH MALUNION"
S7411XA,S74.11XA,2.0,"INJURY OF FEMORAL NERVE AT HIP AND THIGH LEVEL, RIGHT LEG, INITIAL ENCOUNTER"
S76811A,S76.811A,2.0,"STRAIN OF OTHER SPECIFIED MUSCLES, FASCIA AND TENDONS AT THIGH LEVEL, RIGHT THIGH, INITIAL ENCOUNTER"
A199,A19.9,2.0,"MILIARY TUBERCULOSIS, UNSPECIFIED"
B007,B00.7,2.0,DISSEMINATED HERPESVIRAL DISEASE
B400,B40.0,2.0,ACUTE PULMONARY BLASTOMYCOSIS
B964,B96.4,2.0,PROTEUS (MIRABILIS) (MORGANII) AS THE CAUSE OF DISEASES CLASSIFIED ELSEWHERE
C44202,C44.202,2.0,UNSPECIFIED MALIGNANT NEOPLASM OF SKIN OF RIGHT EAR AND EXTERNAL AURICULAR CANAL
T63331S,T63.331S,2.0,"TOXIC EFFECT OF VENOM OF BROWN RECLUSE SPIDER, ACCIDENTAL (UNINTENTIONAL), SEQUELA"
T79A22D,T79.A22D,2.0,"TRAUMATIC COMPARTMENT SYNDROME OF LEFT LOWER EXTREMITY, SUBSEQUENT ENCOUNTER"
T63303A,T63.303A,2.0,"TOXIC EFFECT OF UNSPECIFIED SPIDER VENOM, ASSAULT, INITIAL ENCOUNTER"
T63334D,T63.334D,2.0,"TOXIC EFFECT OF VENOM OF BROWN RECLUSE SPIDER, UNDETERMINED, SUBSEQUENT ENCOUNTER"
T82511D,T82.511D,2.0,"BREAKDOWN (MECHANICAL) OF SURGICALLY CREATED ARTERIOVENOUS SHUNT, SUBSEQUENT ENCOUNTER"
M79602,M79.602,2.0,PAIN IN LEFT ARM
M8508,M85.08,2.0,"FIBROUS DYSPLASIA (MONOSTOTIC), OTHER SITE"
M86071,M86.071,2.0,"ACUTE HEMATOGENOUS OSTEOMYELITIS, RIGHT ANKLE AND FOOT"
N50812,N50.812,2.0,LEFT TESTICULAR PAIN
N894,N89.4,2.0,LEUKOPLAKIA OF VAGINA
O0482,O04.82,2.0,RENAL FAILURE FOLLOWING (INDUCED) TERMINATION OF PREGNANCY
O212,O21.2,2.0,LATE VOMITING OF PREGNANCY
T84220A,T84.220A,2.0,"DISPLACEMENT OF INTERNAL FIXATION DEVICE OF BONES OF HAND AND FINGERS, INITIAL ENCOUNTER"
T85610D,T85.610D,2.0,"BREAKDOWN (MECHANICAL) OF CRANIAL OR SPINAL INFUSION CATHETER, SUBSEQUENT ENCOUNTER"
V1022,V10.22,1.0,"PERSONAL HISTORY OF MALIGNANT NEOPLASM OF NASAL CAVITIES, MIDDLE EAR, AND ACCESSORY SINUSES"
V122,V12.2,1.0,"PERSONAL HISTORY OF ENDOCRINE, METABOLIC, AND IMMUNITY DISORDERS"
3091,309.1,1.0,ADJUSTMENT REACTION WITH PROLONGED DEPRESSIVE REACTION
33119,331.19,1.0,OTHER FRONTOTEMPORAL DEMENTIA
36044,360.44,1.0,LEUCOCORIA
S3609XA,S36.09XA,2.0,"OTHER INJURY OF SPLEEN, INITIAL ENCOUNTER"
C965,C96.5,2.0,MULTIFOCAL AND UNISYSTEMIC LANGERHANS-CELL HISTIOCYTOSIS
D495,D49.5,2.0,NEOPLASM OF UNSPECIFIED BEHAVIOR OF OTHER GENITOURINARY ORGANS
D5919,D59.19,2.0,OTHER AUTOIMMUNE HEMOLYTIC ANEMIA
O24012,O24.012,2.0,"PRE-EXISTING TYPE 1 DIABETES MELLITUS, IN PREGNANCY, SECOND TRIMESTER"
O24415,O24.415,2.0,"GESTATIONAL DIABETES MELLITUS IN PREGNANCY, CONTROLLED BY ORAL HYPOGLYCEMIC DRUGS"
H179,H17.9,2.0,UNSPECIFIED CORNEAL SCAR AND OPACITY
H25031,H25.031,2.0,"ANTERIOR SUBCAPSULAR POLAR AGE-RELATED CATARACT, RIGHT EYE"
H31103,H31.103,2.0,"CHOROIDAL DEGENERATION, UNSPECIFIED, BILATERAL"
H348310,H34.8310,2.0,"TRIBUTARY (BRANCH) RETINAL VEIN OCCLUSION, RIGHT EYE, WITH MACULAR EDEMA"
24281,242.81,1.0,THYROTOXICOSIS OF OTHER SPECIFIED ORIGIN WITH MENTION OF THYROTOXIC CRISIS OR STORM
2569,256.9,1.0,UNSPECIFIED OVARIAN DYSFUNCTION
2589,258.9,1.0,"POLYGLANDULAR DYSFUNCTION, UNSPECIFIED"
261,261,1.0,NUTRITIONAL MARASMUS
30401,304.01,1.0,"OPIOID TYPE DEPENDENCE, CONTINUOUS USE"
3130,313.0,1.0,OVERANXIOUS DISORDER SPECIFIC TO CHILDHOOD AND ADOLESCENCE
31501,315.01,1.0,ALEXIA
3181,318.1,1.0,SEVERE INTELLECTUAL DISABILITIES
32082,320.82,1.0,"MENINGITIS DUE TO GRAM-NEGATIVE BACTERIA, NOT ELSEWHERE CLASSIFIED"
33709,337.09,1.0,OTHER IDIOPATHIC PERIPHERAL AUTONOMIC NEUROPATHY
3558,355.8,1.0,"MONONEURITIS OF LOWER LIMB, UNSPECIFIED"
3579,357.9,1.0,UNSPECIFIED INFLAMMATORY AND TOXIC NEUROPATHIES
Z6740,Z67.40,2.0,"TYPE O BLOOD, RH POSITIVE"
Z85,Z85,2.0,PERSONAL HISTORY OF MALIGNANT NEOPLASM
Z85030,Z85.030,2.0,PERSONAL HISTORY OF MALIGNANT CARCINOID TUMOR OF LARGE INTESTINE
Z96662,Z96.662,2.0,PRESENCE OF LEFT ARTIFICIAL ANKLE JOINT
1274,127.4,1.0,ENTEROBIASIS
S5002XA,S50.02XA,2.0,"CONTUSION OF LEFT ELBOW, INITIAL ENCOUNTER"
S52512A,S52.512A,2.0,"DISPLACED FRACTURE OF LEFT RADIAL STYLOID PROCESS, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S52531P,S52.531P,2.0,"COLLES' FRACTURE OF RIGHT RADIUS, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH MALUNION"
